CallType,fund,sal,voice2percent,maxfund,minfund,cvfund,meanspect,stdspect,skewspect,kurtosisspect,entropyspect,q1,q2,q3,meantime,stdtime,skewtime,kurtosistime,entropytime,rms,maxamp
Be,842.766060,0.477366,18.292683,1466.378413,381.472610,0.220304,6588.532127,1390.805762,-0.640725,4.561537,0.809241,5936.607422,6890.279297,7510.166016,175.013871,43.229229,-0.196960,2.187958,0.903539,0.048827,0.063541
Be,958.714348,0.460660,53.125000,1485.076417,365.727465,0.335253,6286.732627,1270.257538,-0.809527,5.193522,0.796989,5578.980469,6651.861328,7176.380859,174.994533,44.783943,-0.267933,2.304522,0.902058,0.043288,0.060996
Be,1005.711854,0.453669,54.545455,1496.148507,303.008566,0.368690,6130.330910,1239.624943,-0.710267,4.881247,0.806987,5531.296875,6389.601562,6961.804688,174.980076,48.255094,-0.106960,2.248680,0.893950,0.040673,0.057685
Be,669.299879,0.472914,41.269841,1274.684999,306.824369,0.409624,5961.875451,1377.172167,-0.402953,4.121774,0.823337,5102.144531,6127.341797,6961.804688,174.988365,47.852894,-0.163868,2.014518,0.921177,0.038112,0.046896
Be,912.307575,0.487134,65.060241,1496.614220,302.582728,0.258181,6123.669704,1259.735243,-0.535792,4.547293,0.801714,5459.771484,6318.076172,6937.962891,175.028262,49.945962,-0.296849,2.159866,0.916944,0.044945,0.059580
Be,813.445919,0.556509,37.209302,1217.966036,352.227477,0.276601,5894.488751,1135.760316,-0.206104,4.366695,0.776598,4935.251953,5745.873047,6699.544922,174.955315,53.518970,-0.368532,2.141023,0.931590,0.074135,0.111920
Be,863.985264,0.562256,22.556391,1293.860724,390.256820,0.252369,6001.677963,1121.175271,-0.230604,4.487099,0.764544,5388.246094,5769.714844,6723.386719,175.022227,47.145771,-0.133091,1.986524,0.913230,0.068454,0.080756
Be,819.370245,0.566858,45.161290,1242.803555,300.821420,0.295058,5905.941877,1140.090189,-0.180498,4.035038,0.795261,5006.777344,5817.398438,6723.386719,174.999219,54.835566,-0.292130,2.084639,0.929278,0.085187,0.111083
Be,710.092185,0.523666,42.156863,1240.743296,301.204582,0.276574,6047.536432,1239.511817,-0.199490,3.814753,0.805868,5149.828125,5912.765625,6890.279297,174.994046,49.798570,-0.181322,1.978213,0.908240,0.060032,0.074915
Be,725.171764,0.552546,29.870130,1209.935135,353.721815,0.218555,6078.389074,1197.843847,-0.164399,3.972965,0.803596,5435.929688,5960.449219,6914.121094,174.993318,54.660663,-0.067959,1.985934,0.924350,0.072521,0.082643
Be,874.624176,0.508034,53.684211,1298.813090,314.975435,0.380674,5922.687983,1044.713114,-0.199352,5.005768,0.761342,5149.828125,6008.132812,6461.126953,175.017486,53.712547,-0.330904,2.034228,0.920386,0.068437,0.092498
Be,806.876059,0.473088,31.506849,1207.526018,300.859686,0.268685,5960.609034,1107.943837,-0.236288,4.504103,0.790476,5149.828125,6031.974609,6628.019531,175.038693,46.396828,-0.156052,1.992490,0.932633,0.069313,0.079109
Be,812.058634,0.490832,46.808511,1335.206086,303.004750,0.341509,5998.919674,1221.181344,-0.179377,4.092906,0.819382,5149.828125,6055.816406,6747.228516,174.982578,49.416009,-0.182432,1.990883,0.931305,0.057617,0.069807
Be,735.220859,0.487008,76.250000,1233.836211,352.100998,0.314927,5831.169668,1119.615345,0.099067,4.466926,0.787882,5006.777344,5769.714844,6389.601562,174.984167,51.406134,-0.293532,2.000211,0.920976,0.062883,0.084612
Be,675.477567,0.566550,47.770701,1244.231292,348.367493,0.380652,6011.577554,1218.185663,-0.039215,3.620612,0.813874,5125.986328,5841.240234,6866.437500,174.995255,51.468282,-0.300436,2.222350,0.919959,0.102199,0.130890
Be,666.465984,0.577093,41.085271,1290.230258,347.987757,0.380698,5512.398575,1021.459698,0.579157,5.489454,0.717282,4959.093750,5173.669922,5936.607422,174.984661,41.097323,-0.242860,2.171337,0.894233,0.100963,0.136927
Be,775.182850,0.501818,50.704225,1190.587367,462.908873,0.220828,5614.635218,1186.644406,0.150598,3.702310,0.785566,4816.042969,5578.980469,6413.443359,174.999787,33.883535,-0.010953,2.173286,0.891950,0.060592,0.077760
Be,627.178777,0.380264,6.250000,814.462532,303.392677,0.341496,5685.541739,1549.194016,-0.124452,2.768647,0.847047,4696.833984,5674.347656,7081.013672,175.057413,39.135145,-0.589910,2.671920,0.885544,0.031000,0.050065
Be,925.911608,0.432775,28.000000,1236.113360,411.563115,0.329896,5844.520896,1674.397787,-0.335072,2.614422,0.813230,4744.517578,6318.076172,7200.222656,174.938721,33.353693,0.061302,3.809046,0.863610,0.031738,0.053748
Be,639.109913,0.423081,0.000000,810.813040,483.640664,0.229230,6204.488441,1640.960461,-0.888034,3.412938,0.813493,5340.562500,6866.437500,7390.957031,175.003847,43.010870,-0.460424,2.333841,0.869489,0.036610,0.064999
Be,644.345991,0.661388,14.000000,719.733251,332.833888,0.194760,3580.893545,1404.022441,0.101484,3.110936,0.705503,2098.078125,4124.630859,4816.042969,174.973847,28.002846,-1.113801,5.588575,0.860709,0.004985,0.007428
Be,588.335982,0.362888,11.111111,1203.411604,398.552373,0.386804,5791.708868,2012.538005,-0.365795,2.287577,0.888040,4649.150391,6675.703125,7867.792969,174.985802,49.430954,-0.621172,2.471212,0.901646,0.028830,0.046269
Be,708.932145,0.467564,16.923077,1231.082771,359.184382,0.400240,5297.053622,2051.627821,-0.279396,2.012967,0.841550,3743.162109,6604.177734,7081.013672,176.210646,50.441612,-0.800071,2.897379,0.915205,0.018539,0.033413
Be,742.746178,0.474371,35.643564,1207.136100,344.360065,0.256028,6535.424934,1283.992366,-1.081961,5.052169,0.771638,6151.183594,6937.962891,7367.115234,174.953811,50.629791,-0.452124,2.363376,0.914191,0.057138,0.086067
Be,768.800667,0.507042,20.618557,1255.095140,343.503735,0.305010,6516.768986,1415.183055,-0.659918,3.418652,0.817856,5531.296875,6866.437500,7557.849609,175.021579,44.735794,-0.139315,2.115919,0.916788,0.060558,0.070581
Be,760.929448,0.426916,14.516129,1233.785258,360.921783,0.388997,6318.901661,1353.029971,-0.442521,3.226931,0.836240,5173.669922,6580.335938,7414.798828,175.654323,71.993500,-0.137330,1.920169,0.954886,0.061229,0.074868
Be,643.563210,0.555744,47.260274,1237.889500,345.177538,0.395380,5870.588707,1310.001292,0.277606,2.954630,0.790173,4982.935547,5459.771484,6937.962891,174.992573,51.533552,-0.087666,1.959047,0.915156,0.096844,0.116235
Be,612.635205,0.494652,25.000000,1209.562396,300.362086,0.323393,5903.036612,1799.630655,0.092631,1.994524,0.838819,4649.150391,5435.929688,7796.267578,174.788503,43.220259,-0.101504,2.385922,0.882823,0.043247,0.075159
Be,701.013212,0.435046,27.083333,1193.446020,387.756929,0.290445,6090.933423,1636.266396,-0.310566,2.589706,0.852704,4839.884766,6389.601562,7414.798828,175.008734,40.931555,-0.101823,2.809259,0.879601,0.044625,0.072681
Be,816.383586,0.411761,25.000000,1246.421930,342.592274,0.297397,6033.443908,2015.154455,-0.275900,2.551690,0.874512,4672.992188,6723.386719,7605.533203,175.207632,28.257645,-1.085954,6.538367,0.832246,0.015356,0.029588
Be,567.847386,0.409377,26.923077,961.575528,347.885075,0.328246,6098.236260,1763.953659,-0.691849,2.829643,0.833850,4792.201172,6794.912109,7510.166016,174.953355,31.555947,-0.001338,2.936935,0.877159,0.028049,0.046909
Be,854.508858,0.453648,16.666667,1198.364575,716.113472,0.184480,6110.134715,1960.179498,-0.828017,2.843393,0.828847,5149.828125,6914.121094,7557.849609,175.550699,41.712472,-1.004316,3.814818,0.865865,0.020622,0.044026
Be,688.548336,0.411268,2.500000,887.696046,301.733198,0.272505,6129.162145,1734.377990,-0.698271,3.403909,0.834695,5722.031250,6771.070312,7438.640625,174.193356,71.969730,-0.233411,1.689395,0.932142,0.032270,0.048582
Be,729.618933,0.391394,44.444444,921.693740,470.366449,0.299484,5067.229382,1793.288194,-0.117770,2.390149,0.829143,3695.478516,5483.613281,6604.177734,175.003323,34.042922,0.888779,4.192366,0.869016,0.015480,0.025162
Be,645.692525,0.396647,26.666667,1110.399483,439.900627,0.329358,4763.353367,2022.482991,0.117128,2.191541,0.852927,3075.591797,5054.460938,6294.234375,175.004031,40.224040,0.219116,2.275864,0.907831,0.013493,0.017375
Be,754.805960,0.463165,2.380952,878.948040,643.104016,0.099255,4833.083401,2040.884075,0.110404,2.252034,0.869426,3123.275391,5054.460938,6818.753906,177.052107,42.418196,-0.647066,6.218974,0.857903,0.008816,0.015243
Be,667.657037,0.434510,4.255319,833.691162,382.090929,0.263447,3699.190862,1802.852514,0.761434,2.874078,0.833807,2408.021484,2980.224609,4959.093750,175.761647,43.661971,-0.593987,3.548371,0.911450,0.007065,0.009381
Be,832.141184,0.439743,79.545455,1492.475544,489.315756,0.212164,4963.186507,1409.133934,-0.251754,3.356394,0.818755,3957.738281,5125.986328,5817.398438,174.946879,36.597409,-0.227501,2.318529,0.908193,0.019945,0.025554
Be,782.267415,0.522905,33.333333,1468.208232,307.417757,0.409143,5715.300626,1145.137135,-0.307894,4.039014,0.767146,4959.093750,5745.873047,6723.386719,175.962740,49.451538,-0.264768,2.266466,0.913111,0.061295,0.079578
Be,747.296442,0.496121,12.500000,1287.170325,344.041495,0.304107,5954.622186,1197.491960,-0.128384,3.831493,0.811956,5030.619141,6127.341797,6747.228516,175.000394,47.573946,-0.159897,2.063520,0.915815,0.058625,0.073089
Be,786.718359,0.559554,49.324324,1272.285756,364.365135,0.249896,5852.269981,1160.667396,0.010358,3.848918,0.796634,4982.935547,5793.556641,6556.494141,174.995667,61.997095,-0.357534,2.106091,0.927150,0.069581,0.109217
Be,987.926282,0.386202,50.000000,1284.604931,531.680228,0.290022,6138.441988,1394.625060,-0.354231,3.366715,0.835346,5102.144531,6246.550781,7081.013672,175.078308,44.951652,0.010943,1.944360,0.933527,0.050369,0.051065
Be,583.927559,0.489740,4.000000,826.187568,317.764205,0.345040,3580.712445,1817.832948,0.820254,3.420078,0.830811,1883.501953,3433.218750,4696.833984,174.695333,50.650343,-0.050919,2.527584,0.926017,0.004186,0.005328
Be,648.988470,0.409337,21.428571,926.534477,343.593660,0.386164,3993.393773,1522.499297,0.584669,4.180683,0.827085,3290.167969,3814.687500,4720.675781,174.984925,36.547931,-0.290153,2.234573,0.917619,0.005153,0.007121
Be,788.988172,0.478967,23.584906,941.388528,311.121326,0.282823,5329.928145,1554.562056,0.524265,3.280645,0.823708,4553.783203,4816.042969,6484.968750,174.983568,55.881611,-0.752000,2.804302,0.928812,0.017381,0.027174
Be,871.811663,0.497718,41.237113,954.101752,305.228542,0.188184,5867.695438,1356.438807,0.021898,3.163709,0.826953,4768.359375,5769.714844,6914.121094,175.015679,47.524861,-0.201346,2.180792,0.908408,0.033671,0.042748
Be,629.573524,0.571515,23.972603,1137.633889,300.102212,0.419770,5769.297484,1429.425880,0.260220,3.335793,0.800701,4839.884766,5435.929688,6890.279297,175.008556,61.829644,-0.061210,2.068787,0.943109,0.031720,0.043452
Be,664.989796,0.535068,35.869565,1193.911243,310.023630,0.452344,5767.629218,1682.032998,0.318513,2.541646,0.821319,4696.833984,5364.404297,7247.906250,175.006391,53.134317,-0.194755,2.018983,0.919905,0.019962,0.025363
Be,623.442104,0.593060,14.864865,848.338751,387.307772,0.306052,5684.490409,1724.480694,0.056168,2.676842,0.843668,4553.783203,5459.771484,7200.222656,175.041498,33.195838,0.196500,3.121541,0.883392,0.018900,0.029807
Be,669.697875,0.564879,1.075269,1060.534451,352.125875,0.227068,4474.285977,1183.590426,0.531474,5.751506,0.793151,4076.947266,4267.681641,4816.042969,175.254648,41.859168,0.112472,2.024338,0.935110,0.015981,0.017987
Be,847.297692,0.460009,25.490196,973.045594,337.784204,0.183834,5419.826286,1160.937830,0.241075,4.366144,0.773037,4672.992188,5412.087891,6270.392578,174.933910,40.575415,-0.333597,2.271183,0.913221,0.032626,0.041464
Be,766.320748,0.466917,40.298507,1263.805109,300.216824,0.346089,5686.154911,1256.778883,0.164893,3.447687,0.824236,4768.359375,5531.296875,6675.703125,174.995700,49.171866,-0.193540,1.983534,0.924192,0.044685,0.054901
Be,781.229958,0.566113,23.952096,1268.981489,306.191960,0.295413,5898.595274,1068.237104,-0.099287,4.687177,0.761377,5412.087891,6008.132812,6651.861328,175.017722,54.738264,-0.383676,2.223336,0.925987,0.063763,0.090316
Be,673.659623,0.455306,40.000000,982.360040,387.676232,0.295640,5893.254054,1071.512121,-0.411737,4.546206,0.786699,5316.720703,6008.132812,6771.070312,174.988372,47.007711,-0.149434,2.083140,0.918345,0.070391,0.083948
Be,732.156962,0.495040,45.794393,992.765898,379.618587,0.269129,5974.338076,1054.461780,-0.298584,4.457241,0.788511,5388.246094,6008.132812,6794.912109,174.995726,52.757233,-0.011601,1.907997,0.930786,0.080967,0.086591
Be,525.198871,0.457587,56.164384,995.036833,312.685826,0.374912,6001.547737,1055.019541,-0.453259,4.913703,0.793486,5412.087891,6151.183594,6794.912109,174.996129,49.385273,-0.012815,1.949939,0.931823,0.073295,0.083391
Be,750.361557,0.504314,26.315789,1275.326037,376.806508,0.282628,5603.723535,1089.298323,-0.022741,3.694215,0.776771,4935.251953,5650.505859,6413.443359,174.996659,51.400845,-0.199595,1.944403,0.922322,0.093772,0.118543
Be,807.759112,0.538241,47.096774,950.352326,310.672495,0.267365,5694.482912,951.349185,-0.098653,5.039464,0.749035,5364.404297,5626.664062,6413.443359,174.996421,62.093140,-0.151677,2.028965,0.934655,0.071686,0.093159
Be,802.511062,0.562711,36.708861,948.342990,310.269995,0.237122,5550.822246,839.208421,-0.128202,6.120764,0.688322,5364.404297,5483.613281,5984.291016,175.000842,53.488888,-0.127020,2.030854,0.924168,0.071004,0.081089
Be,689.138185,0.509769,10.526316,827.541100,322.500967,0.248042,5375.144352,1188.843237,0.225072,4.506483,0.776870,4696.833984,5340.562500,6246.550781,174.974629,28.187069,-0.204659,2.329598,0.889067,0.041617,0.059018
Be,723.034770,0.559110,21.259843,1257.901728,307.440227,0.391066,5488.832905,1053.416787,0.207140,4.996444,0.773802,4911.410156,5435.929688,6222.708984,175.001897,56.790280,-0.011420,2.022494,0.940372,0.056108,0.070509
Be,717.277937,0.419802,35.714286,1434.719964,309.574379,0.379507,5517.160780,1218.634570,-0.074306,3.823314,0.831307,4744.517578,5698.189453,6318.076172,174.935064,57.856698,-0.208970,2.135089,0.946443,0.045060,0.053583
Be,519.182818,0.507618,36.220472,1368.663541,307.882620,0.375834,5940.456674,1317.507925,-0.024109,4.143652,0.823984,5269.037109,6031.974609,6747.228516,175.393337,62.029453,-0.329538,2.246660,0.934048,0.045744,0.058605
Be,602.485787,0.427360,72.916667,1448.643290,320.641583,0.450297,5778.232724,1356.056360,0.060594,3.481235,0.837334,4982.935547,5841.240234,6723.386719,175.005078,51.187592,-0.176951,2.064218,0.931771,0.045894,0.053701
Be,688.458597,0.489082,33.333333,1134.217970,321.971175,0.378884,5701.928639,1236.705410,0.083428,3.752785,0.836587,4982.935547,5674.347656,6556.494141,175.013526,54.460909,-0.105484,1.919077,0.934016,0.057985,0.063920
Be,549.253048,0.466007,57.377049,967.059791,308.239978,0.410854,5759.672258,1081.647585,-0.147321,4.367243,0.791382,5269.037109,5817.398438,6484.968750,175.006383,49.888222,-0.137078,1.910258,0.926525,0.066375,0.081998
Be,693.814667,0.467720,86.904762,1398.089909,392.205726,0.415307,5855.254030,1050.424461,-0.265919,4.877651,0.809614,5364.404297,5841.240234,6508.810547,175.019509,50.202032,-0.133623,2.076261,0.916789,0.068950,0.083164
Be,713.361300,0.452408,62.318841,1393.629098,322.061383,0.335884,5786.780864,1005.121754,-0.164211,5.243332,0.796749,5364.404297,5817.398438,6318.076172,175.004029,51.554914,-0.280266,2.197600,0.909870,0.073085,0.095408
Be,715.506233,0.481949,58.163265,937.105727,303.716130,0.321177,5765.351841,995.269583,-0.250618,5.257627,0.789908,5364.404297,5769.714844,6294.234375,175.041319,66.832655,-0.241965,1.985204,0.947214,0.070079,0.091173
Be,595.445004,0.479617,49.056604,1416.164241,300.241471,0.499929,5847.605048,1029.366988,-0.583026,5.563447,0.794232,5507.455078,6008.132812,6365.759766,175.128033,59.747307,-0.141324,1.991289,0.930044,0.062457,0.074062
Be,651.172946,0.449820,53.846154,1297.886951,305.770047,0.400325,5716.606928,992.996254,-0.247188,5.402992,0.788491,5269.037109,5793.556641,6246.550781,175.002255,50.574979,-0.245965,1.977467,0.929519,0.082103,0.107557
Be,725.488792,0.459273,50.769231,1329.650685,316.822534,0.432440,5805.035293,1022.606568,-0.125305,5.111098,0.776931,5340.562500,5769.714844,6484.968750,175.057571,46.703873,-0.108680,2.135168,0.933882,0.075341,0.089067
LT,379.055229,0.489909,75.000000,758.145735,319.137899,0.302971,3900.656263,2184.894692,0.599698,2.243946,0.818390,2312.654297,3123.275391,5984.291016,174.717556,20.474007,-0.084919,2.592932,0.889547,0.004072,0.005081
LT,688.177379,0.804431,4.385965,798.252552,352.782424,0.079155,4206.951970,1543.005664,0.653932,4.631461,0.737212,3504.744141,4148.472656,4839.884766,175.128754,72.659954,0.124972,2.015063,0.963205,0.011331,0.012100
LT,680.171970,0.829972,0.751880,966.382467,311.425094,0.091346,4768.181537,2139.730084,0.576487,2.702168,0.774063,3385.535156,4100.789062,6151.183594,175.011381,79.074532,-0.013485,1.969753,0.973424,0.008579,0.009552
LT,685.985626,0.850941,1.190476,935.826223,643.013914,0.054298,4430.902835,1317.781459,0.543615,5.947918,0.636435,4005.421875,4768.359375,4816.042969,175.002449,69.708064,-0.089549,2.079373,0.961700,0.013211,0.017813
LT,670.526747,0.835041,2.403846,950.997693,392.252720,0.069470,3951.082275,1282.500199,0.372870,4.432183,0.705215,3361.693359,4005.421875,4601.466797,174.964367,65.260404,-0.011462,1.838673,0.953351,0.009804,0.009997
LT,687.436953,0.822913,2.643172,927.405622,317.839045,0.090611,4052.602630,1196.139351,0.856013,7.366575,0.712544,3457.060547,4124.630859,4649.150391,174.864130,71.810414,0.267534,1.901867,0.961731,0.017912,0.024113
LT,679.834334,0.836599,1.877934,934.821910,634.938082,0.032941,3967.003584,1009.895965,-0.106900,6.868384,0.627620,3433.218750,4100.789062,4768.359375,175.020769,63.939839,0.122613,2.037363,0.956137,0.019858,0.022308
LT,686.706831,0.814923,2.000000,941.434872,362.008223,0.052290,4073.419711,822.881563,0.872506,10.127687,0.530206,3457.060547,4100.789062,4792.201172,174.908423,58.080919,-0.069038,2.062657,0.944101,0.023661,0.026848
LT,682.725630,0.843347,2.325581,882.671952,632.101572,0.059033,3947.253489,944.474236,0.349884,7.579720,0.596751,3767.003906,4076.947266,4100.789062,174.170957,61.063314,0.071128,2.050262,0.966332,0.015795,0.017191
LT,683.992788,0.821761,0.000000,842.820395,322.464469,0.073369,4171.254102,802.600676,0.638325,11.218936,0.516725,4076.947266,4100.789062,4124.630859,174.961626,57.225628,0.130690,2.077608,0.947774,0.021264,0.026904
LT,661.891060,0.826844,0.480769,877.722676,423.016412,0.054444,4062.610165,1016.131000,0.418954,6.538246,0.662751,3862.371094,4029.263672,4625.308594,174.441447,64.261205,-0.048632,1.873549,0.962408,0.011155,0.011752
LT,668.320631,0.786296,2.453988,874.132840,637.596444,0.050331,4068.382324,1207.029475,0.630134,5.527594,0.716914,3290.167969,4029.263672,4649.150391,174.984162,54.473787,-0.112592,1.932625,0.947180,0.009462,0.010721
LT,676.878067,0.868806,0.000000,953.145686,633.674141,0.067100,4177.255256,749.469658,0.860567,11.319434,0.514650,4053.105469,4076.947266,4100.789062,174.795013,67.376760,0.135785,2.244160,0.959532,0.016616,0.021807
